"key","isi","judul","saham","tanggal_berita"
"","Program hilirisasi ini juga akan semakin memperlebar peluang bisnis TINS dalam menjual produk bernilai tambah. Apalagi, porsi ekspor sejauh ini memang mendominasi total penjualan TINS, yakni sekitar 90%. Ke depannya, produk hilirisasi timah yang akan dikembangkan mencakup tin plat, tin solder, dan  .  Dari sisi fundamental, perkembangan TINS tergolong cukup luar biasa. Hal ini terlihat dari penjualannya yang meningkat 80%  (yoy) menjadi Rp 4,4 triliun pada kuartal I-2022 dengan laba bersih yang meroket 5.713% yoy menjadi Rp 601 miliar sehingga margin labanya bisa menembus    Di sisi lain, potensi risiko resesi yang memang melemahkan permintaan komoditas termasuk timah masih menjadi sentimen negatif yang membayangi TINS. Sejak mencapai puncak harganya pada Maret 2022, harga acuan timah kini sudah tercatat merosot 49%.  ""Namun, kembali lagi dengan percepatan program hilirisasi maka dapat mendorong permintaan dan minat investasi,"" ucap Desy.    Melihat peluang tersebut, Desy memberikan rekomendasi  untuk saham TINS dengan target harga Rp 2.800 per saham. Pada perdagangan Rabu (27/7), harga TINS tercatat naik 0,70% ke level Rp 1.435 per saham.  Dalam riset tanggal 31 Maret 2022, Analis BRI Danareksa Sekuritas Hasan Barakwan memprediksi, pertumbuhan kinerja TINS yang kuat akan berlanjut pada tahun 2022. Sebagaimana diketahui, TINS membukukan laba bersih Rp 1,3 triliun pada 2021, setelah merugi selama tiga tahun terakhir.  Menurut Hasan, pertumbuhan kuat pada 2022 dapat dicapai berkat strategi manajemen yang baik yang menjadikan TINS sebagai pembuat harga timah global. ""TINS menjalankan tata kelola penambangan timah dengan baik dan mengendalikan biaya produksi bijih timah,"" ungkap Hasan.    Perusahaan berencana meningkatkan kontribusi bijih timah dari segmen laut karena segmen darat menuntut biaya yang lebih tinggi. Sebagai perbandingan, pada kuartal keempat 2021, biaya penambangan bijih timah di darat sebesar US$ 22.418 per ton, sedangkan di laut hanya US$ 19.101 per ton.  Secara historis, produksi bijih timah di darat pada tahun 2018-2020 berkontribusi sekitar 70%-80% dari total produksi bijih timah TINS. Namun, pada tahun 2021, kontribusi produksi di darat hanya kurang dari 50% dari total produksi bijih timah.  Hingga Februari 2022, produksi bijih timah dari laut berkontribusi hampir 60% dan perusahaan berencana mempertahankan tren ini di 2022 dan seterusnya. Hasan meyakini, kontribusi produksi bijih timah laut akan mencapai 60% pada 2023.  ""Dengan demikian, kami menurunkan perkiraan biaya tunai kami sebesar 3,3% menjadi US$ 24.360 per ton dan meningkatkan perkiraan laba bersih 2023 kami sebesar 43,2% menjadi Rp 1,08 triliun, dari prediksi sebelumnya yang sebesar Rp 757 miliar,"" tutur Hasan.    Saat dikonfirmasi Kontan.co.id, Rabu (27/7), Hasan masih mempertahankan rekomendasi  untuk TINS dengan target harga Rp 2.100 per saham. Dia tetap optimis terhadap sektor timah dan kinerja keuangan TINS mengingat komitmen manajemen  untuk menjaga tata kelola pertambangan yang baik.  Analis KB Valbury Sekuritas Devi Harjoto dan Alfiansyah juga mempertahankan rekomendasi  terhadap TINS dengan target harga Rp 2.400 per saham. Estimasi valuasi 2022 tersebut mencerminkan PE 7,32x.  Kedua analis ini melihat sejumlah faktor positif yang dapat mengangkat kinerja saham TINS.  , produksi diprediksi akan lebih tinggi pada semester 2 2022 setelah penambahan kapasitas kapal sejalan dengan fokus TINS ke penambangan laut.  , produksi TINS diramal baru dapat optimal dan melebihi 35.000 metrik ton pada 2023.  ""Hal ini dapat tercapai setelah selesainya proyek  yang berpotensi mendorong produksi jadi dua kali lipat,"" kata analis tersebut dalam risetnya 3 Juni 2022.    , TINS berencana mendongkrak pasokan untuk industri  domestik yang saat ini sedang meningkat.  , meningkatnya produksi produk-produk teknologi dan panel surya diikuti cenderung menguatnya kurs dolar Amerika Serikat (AS) bisa mengangkat performa TINS.  Di sisi lain, ada faktor negatif yang bisa menekan kinerja saham TINS.  rencana pemerintah untuk membatasi ekspor timah bisa berisiko terhadap performa TINS, mengingat kontribusi pasar ekspor berkontribusi lebih dari 90% terhadap pendapatan TINS.  , permintaan yang lebih lamban dari perkiraan dan pengetatan moneter yang bisa membuat terkoreksinya harga komoditas termasuk timah juga bisa mengganggu kinerja TINS.  Cek Berita dan Artikel yang lain di ","Simak Prospek dan Rekomendasi Saham TINS di Tengah Larangan Ekspor","tins"," Rabu, 27 Juli 2022 | 19:58 WIB "
"","  Analis Ciptadana Sekuritas Thomas Radityo dalam riset 15 Maret 2022 memberi rekomendasi beli saham TINS dengan target harga Rp 2.700 per saham. Harga saham TINS berpotensi meningkat karena fundamental yang bagus.  PT Timah Tbk melaporkan telah membukukan laba bersih sebesar Rp 1,3 triliun pada tahun 2021. Angka ini meningkat dari periode sebelumnya dimana Timah membukukan rugi bersih Rp 341 miliar.   Menurut Thomas, realisasi laba bersih Timah melebihi 40,2% dari ekspektasi. ""Hal ini didorong pengendalian biaya yang luar biasa hebat dan pengurangan beban bunga yang signifikan,"" terang dia.   Sebab sejatinya, pendapatan TINS menurun 4% secara tahunan menjadi Rp 14,6 triliun. ""Penurunan penjualan timah olahan sebesar 52,3% menjadi penyebabnya. Meski begitu realisasi pendapatan TINS memenuhi 119,4% dari perkiraan yang kamu buat,"" tutur Thomas.     Sepanjang tahun lalu, TINS berhasil menurunkan beban pokok penjualan 20,7%. Akibatnya, laba kotor TINS masih bisa naik 206,7% menjadi Rp 3,4 triliun. Bahkan saat biaya operasi TINS naik 32,4% secara year on year (yoy), laba usaha masih bisa naik 10 kali lipat menjadi Rp 2,2 triliun. ""Angka ini melebihi ekspektasi kami atau memenuhi 145,1% dari proyeksi tahun 2021,"" kata Thomas. Selain itu, penurunan beban bunga sebesar 43,6% ikut mengangkat kinerja TINS secara substansial.   Secara kuartalan, laba bersih TINS pun mencatatkan kinerja cukup baik. Laba bersih TINS pada kuartal IV tahun 2022 naik dua kali lipat menjadi Rp 691 miliar dari sebelumnya Rp 342 miliar. ""Margin kian melebar ditopang dari kenaikan harga jual rata-rata,"" sebut Thomas.   Pendapatan TINS pada kuartal IV tahun 2021 tumbuh 28,1% menjadi Rp 4,9 triliun. ""Terdapat kenaikan harga jual rata-rata timah sebesar 15,1%,"" jelas Thomas. Beban pokok penjualan TINS pada kuartal IV-2021 juga melambat 17,1% mengakibatkan kenaikan laba kotor 65,6% secara kuartalan menjadi Rp 1,4 triliun. Angka ini melampaui pertumbuhan biaya operasi sebesar 30,1% dan mampu mengangkat laba operasional 85% secara kuartalan menjadi Rp 1 triliun.   Thomas mengatakan, berkurangnya pasokan sumber daya di Myanmar dan penurunan produksi timah olahan di Indonesia cukup membantu kenaikan harga timah. Dia juga memperkirakan, permintaan logam industri ini masih akan tumbuh berkat dari pemanfaatannya sebagai bahan baku kendaraan listrik dan infrastruktur kelistrikan. Timah juga digunakan untuk bahan komunikasi seluler 5G dan teknologi terkait.   ""Kami memperkirakan pertumbuhan permintaan akan melebihi jumlah supali yang ada di tahun 2022. Sehingga kami memperkirakan, harga jual rata-rata timah di tahun 2022 akan menjadi US$ 32.500 dan US$ 33.000 per ton pada tahun 2023,"" proyeksi Thomas. Pada Senin (14/3), harga timah untuk pengiriman tiga bulan berada di US$ 42.587, turun 3,43% dari hari sebelumnya.   Menurut Thomas, harga proyeksi timah pada tahun 2022 dan tahun 2023 meningkat dari asumsi semula. ""ASP timah pada tahun 2022 meningkat 16,1% menjadi US$ 33.475 per ton dan tahun 2023 naik 15,8% di US$ 33.990 per ton,"" hitung dia.   Namun dengan kenaikan harga bahan bakar maka biaya TINS juga akan meningkat. Dus biaya juga naik 11,2% menjadi US$ 22.816 per ton dan 12,5% jadi US$ 23.466 per ton. ""Kami pun meningkatkan asumsi laba bersih di 2022 dan 2023 masing-masing 69% menjadi Rp 1,2 triliun 68,1% menjadi Rp 1,3 triliun,"" kata Thomas.   Thomas memperkirakan, pendapatan dan laba bersih TINS masing-masing akan menjadi Rp 14,89 triliun dan Rp 1,25 triliun.  Itulah rekomendasi saham TINS untuk perdagangan hari ini, Rabu 16 Maret 2022. Ingat, disclaimer on, segala risiko investasi atas rekomendasi saham di atas menjadi tanggung jawab Anda sendiri.  Cek Berita dan Artikel yang lain di ","Harga Saham TINS Terkoreksi, Analis Rekomendasi Beli, Ini Alasannya","tins"," Rabu, 16 Maret 2022 / 08:29 WIB "
"","Hingga saat ini terhitung ada 18 emiten dengan kapitalisasi pasar di atas Rp 100 triliun. Teranyar, ada PT GoTo Gojek Tokopedia Tbk ( ) yang bergabung pada daftar saham big cap dengan nilai kapitalisasi pasar Rp 447,69 triliun.  Kepala Riset Praus Capital, Alfred Nainggolan, mengatakan, penambahan emiten dengan kapitalisasi pasar besar dapat dilihat dari dua sisi.  , emiten eksisting yang nilai kapitalisasinya mengalami pertumbuhan.  Emiten yang mencatatkan pertumbuhan nilai kapitaliasinya memberikan realita baik bagaimana nilai perusahaan mengalami kenaikan, bahkan menembus Rp 100 triliun.  , dapat dilihat dari emiten yang listing dengan nilai di atas Rp 100 triliun seperti GOTO. Masuknya GOTO ke pasar saham menunjukan bagaimana optimisme perusahaan terhadap pasar modal dengan segala pertimbangan seperti likuiditas, investor dan potensi pendanaan perusahaan yang dianggap mampu memenuhi harapan mereka.  ""Pasar yang semakin besar akan semakin membuat daya tarik semakin kuat bagi investor-investor lokal dan global. Penambahan investor-investor tersebut akan menjadi daya tarik bagi perusahaan lainnya untuk listing di pasar,"" paparnya pada Kontan, Senin (18/4).    Pada umumnya, Alfred melihat, perusahaan-perusahaan dengan kapitalisasi pasar jumbo merupakan perusahaan dengan size bisnis yang besar. Sehingga dikategorikan memiliki bisnis yang mature. Hal penting yang perlu dicermati, sejauh mana kenaikan kapitalisasi pasar emiten bisa dijelaskan oleh kenaikan performa perusahaan.  Ia mengambil contoh, saat ini nilai kapitalisasi pasar PT Bank Negara Indonesia Tbk ( ) Rp 156 triliun, angka ini melesat dari posisi tahun 2008 yang berada di bawah Rp 20 triliun.  Alfred menegaskan, kenaikan tersebut bisa dijelaskan dengan kenaikan yang signifikan dari sisi laba yang diperoleh. Pasalnya, pada tahun 2008 laba BBNI hanya Rp 1,2 triliun dan sekarang ini menembus belasan triliun, bahkan di tahun 2018 mencapai Rp 15 triliun. ","Ini Pilihan Saham yang Cocok untuk Investasi Jangka Panjang Tahun 2022","tlkm"," Rabu, 20 April 2022 / 07:08 WIB "
"","  Selain itu, upaya pemerintah mengadopsi teknologi 5G melalui teknologi fiberisasi juga akan menjadi katalis positif. Steven menjelaskan, teknologi fiber merupakan peluang bisnis baru yang potensial bagi emiten menara ke depannya. Harapannya, dengan akselerasi perluasan cakupan 4G dan adopsi 5G akan mempercepat pemanfaatan teknologi tersebut.  Ditambah lagi, ia juga melihat dengan adanya tren merger dan akuisisi (M&A) diekspektasikan akan memperlonggar tingkat kompetisi tarif antar operator. Hal ini pada akhirnya akan membuat tarif lebih terjangkau bagi semua kalangan, khususnya seiring upaya perluasan cakupan area 4G.  “Tapi di satu sisi, aksi M&A ini berpotensi membuat terjadinya overlapped pada sejumlah antena BTS. Ini akan membuat risiko stagnannya tarif sewa ketika perpanjangan kontrak sewa, bahkan tidak menutup kemungkinan terjadi penurunan,” imbuh Steven.  Kendati begitu, ia melihat, stagnannya tarif sewa dapat di pass on oleh ekspansi para penyewa seiring dengan pertumbuhan konsumsi data internet. Di satu sisi, kontrak sewa menara yang berbasiskan jangka panjang, dapat membuat arus kas operasional dan pendapatan emiten menara relatif stabil.  Saat ini, Steven menjadikan PT Sarana Menara Nusantara Tbk (TOWR) sebagai   lantaran punya valuasi EV/EBITDA yang lebih murah, yakni 13,6x untuk tahun 2022. Ia pun merekomendasikan beli saham TOWR dengan target harga Rp 1.575 per saham.           Cek Berita dan Artikel yang lain di ","Saham Sarana Menara (TOWR) Jadi Top Pick Henan Putihrai Sekuritas ","towr"," Senin, 07 Maret 2022 | 07:10 WIB "
"","JP Morgan juga memperkirakan jika efek akuisisi TOWR pada SUPR bisa membuat biaya menjadi lebih efisien.  ""Tapi kami mengurangi proyeksi laba bersih TOWR pada tahun 2022 dan 2023 sebesar 7%-9% karena biaya keuangan meningkat,"" ujar dia.     Tak hanya itu, Sharma menyebut jika pendapatan sewa menara TOWR justru akan tumbuh secara moderat. Ini karena dampak dari merger Hutchinson 3 dan PT Indosat Tbk (ISAT). ""Efek merger Indosat dan Hutchinson justru membuat tingkat sewa menjadi lebih rendah. Apalagi TOWR masih akan bersaing dengan PT Dayamitra Telekomunikasi Tbk (MTEL),"" terang dia dalam riset.  Sedangkan Analis Henan Putihrai Sekuritas Steven Gunawan justru yakin jumlah menara BTS PT XL Axiata Tbk (EXCL) dan ISAT sebagai pelanggan terbesar TOWR meningkat masing-masing 12,8% dan 7,6% di tahun ini. Alhasil, keuntungan TOWR berpotensi meningkat.   Steven mengatakan, walau TOWR menggunakan utang untuk mengakuisisi SUPR, akuisisi ini menambah jumlah menara TOWR menjadi lebih dari 28.000 unit pada tahun ini. Angka ini jauh lebih tinggi dari menara milik PT Tower Bersama Infrastructure Tbk (TBIG) yang hanya 20.000 unit. ""Jumlah penyewa juga meningkat mencapai 53.000. Oleh karena itu, rasio penyewaan diestimasikan meningkat menjadi 1,89 kali, dari saat ini 1,86 kali,"" jelas dia.   Prospek TOWR ke depan juga akan terbantu pendapatan sewa fiber optic. Hingga kuartal III tahun ini, TOWR akan membangun jaringan fiber optic secara built-to-suit untuk operator, sepanjang 60.000 km.     Pembangunan ini lebih tinggi 80% secara year on year (yoy). ""Peningkatan kolokasi fiber optic kemungkinan mendukung pertumbuhan pendapatan dan return on invested capital (ROIC) milik TOWR. Kami memperkirakan rerata pertumbuhan pendapatan non-menara TOWR selama tahun 2021-2024 mencapai 15%,"" proyeksi Sharma.   Analis BRI Danareksa Sekuritas Niko Margaronis dalam riset memprediksi, segmen fiber optic sudah berkontribusi 21% di kuartal III-2021. Dia bilang, Indosat menjadi penyumbang tenant fiber nomor satu bagi TOWR, sementara kedua berasal dari XL Axiata.   Niko mengatakan, dari akuisisi SUPR, TOWR mendapat jaringan fiber optic sepanjang 15.000 km dan 6.800 menara. Efek atas akuisisi ini sudah terasa pada kinerja TOWR kuartal IV-2021. ""Efek akuisisi SUPR akan mendukung TOWR dengan pendapatan lebih tinggi Rp 2,2 triliun dan EBITDA naik Rp 1,9 triliun,"" kata Niko.   Hitungan Niko, pendapatan dan laba bersih TOWR akan mencapai Rp 8,59 triliun dan Rp 3,68 triliun di 2021 lalu. Sementara tahun ini, pendapatan menjadi Rp 10,33 triliun dengan laba Rp 4,39 triliun.   Niko dan Steven merekomendasikan beli dengan target Rp 2.000 dan Rp 1.650 per saham. Sharma menyarankan overweight saham TOWR dengan target Rp 1.350.  Rabu (16/3), saham TOWR naik 1,99% jadi Rp 1.025.     ","Laba Sarana Menara Nusantara (TOWR) Makin Tinggi Setelah Akuisisi","towr","Kamis, 17 Maret 2022 | 04:50 WIB "
"","(yoy) menjadi Rp 3,43 triliun dari Rp 2,84 triliun.  Peningkatan kinerja  tersebut sejalan dengan performa positif  TOWR. Sepanjang 2021, bagian Grup Djarum ini mencatatkan kenaikan pendapatan 15,98% yoy menjadi Rp 8,64 triliun dari sebelumnya Rp 7,45 triliun.    Berdasarkan keterbukaan informasi, Selasa (31/5), berikut adalah jadwal pembagian dividen tunai TOWR tahun buku 2021:  Cum dividen di pasar reguler dan negosiasi: 7 Juni 2022  Ex dividen di pasar reguler dan negosiasi: 8 Juni 2022  Cum dividen di pasar tunai: 9 Juni 2022  Ex dividen di pasar tunai: 10 Juni 2022  Tanggal pencatatan pemegang saham yang berhak menerima dividen ( ): 9 Juni 2022 sampai dengan pukul 16.15 WIB  Pembayaran dividen tunai: 30 Juni 2022  Pada perdagangan Selasa (31/5), harga saham TOWR naik 3,63% menjadi Rp 1.000 per saham. Pada harga tersebut,  dividen tunai TOWR adalah sebesar 1,81%.  Cek Berita dan Artikel yang lain di ","Sarana Menara (TOWR) Akan Tebar Dividen Tunai Rp 18,1 Per Saham, Catat Jadwalnya","towr"," Rabu, 01 Juni 2022 / 19:30 WIB "
"",", Kamis (16/6), emiten milik Grup Djarum ini tengah bekerjasama dengan penasihat keuangan dalam penjualan saham dengan target dana sekitar US$ 1 miliar. Sumber  mengatakan, penjualan ini menyasar pembeli dari dana pensiun dan infrastruktur. Negosiasi ini masih berlangsung dan TOWR juga masih memiliki opsi untuk tidak melanjutkan kesepakatan. ","Grup Djarum Agresif Cari Dana dari Penjualan Saham via IPO ","towr","Jumat, 17 Juni 2022 | 08:23 WIB "
"","saham BMRI dengan TP Rp 9.400.  Sementara untuk saham TLKM Alfred memberikan rekomendasi  dengan TP Rp 5.080. Selanjutnya  ADRO dengan TP Rp 4.000, dan  UNTR dengan TP di Rp 36.000.  Saham-saham tersebut merupakan termasuk saham dari emiten dengan kapitalisasi pasar besar, di atas Rp 100 triliun. Alfred melihat prospek saham big cap masih tumbuh cukup tinggi di tahun ini, terutama sektor komoditas, teknologi, telekomunikasi, kesehatan, dan perbankan.  Hingga saat ini terhitung ada 18 emiten dengan kapitalisasi pasar di atas Rp 100 triliun. Teranyar, ada PT GoTo Gojek Tokopedia Tbk ( ) yang bergabung pada daftar saham big cap dengan nilai kapitalisasi pasar Rp 447,69 triliun.  Kepala Riset Praus Capital, Alfred Nainggolan, mengatakan, penambahan emiten dengan kapitalisasi pasar besar dapat dilihat dari dua sisi.  , emiten eksisting yang nilai kapitalisasinya mengalami pertumbuhan.  Emiten yang mencatatkan pertumbuhan nilai kapitaliasinya memberikan realita baik bagaimana nilai perusahaan mengalami kenaikan, bahkan menembus Rp 100 triliun.  , dapat dilihat dari emiten yang listing dengan nilai di atas Rp 100 triliun seperti GOTO. Masuknya GOTO ke pasar saham menunjukan bagaimana optimisme perusahaan terhadap pasar modal dengan segala pertimbangan seperti likuiditas, investor dan potensi pendanaan perusahaan yang dianggap mampu memenuhi harapan mereka.  ""Pasar yang semakin besar akan semakin membuat daya tarik semakin kuat bagi investor-investor lokal dan global. Penambahan investor-investor tersebut akan menjadi daya tarik bagi perusahaan lainnya untuk listing di pasar,"" paparnya pada Kontan, Senin (18/4).    Pada umumnya, Alfred melihat, perusahaan-perusahaan dengan kapitalisasi pasar jumbo merupakan perusahaan dengan size bisnis yang besar. Sehingga dikategorikan memiliki bisnis yang mature. Hal penting yang perlu dicermati, sejauh mana kenaikan kapitalisasi pasar emiten bisa dijelaskan oleh kenaikan performa perusahaan.  Ia mengambil contoh, saat ini nilai kapitalisasi pasar PT Bank Negara Indonesia Tbk ( ) Rp 156 triliun, angka ini melesat dari posisi tahun 2008 yang berada di bawah Rp 20 triliun.  Alfred menegaskan, kenaikan tersebut bisa dijelaskan dengan kenaikan yang signifikan dari sisi laba yang diperoleh. Pasalnya, pada tahun 2008 laba BBNI hanya Rp 1,2 triliun dan sekarang ini menembus belasan triliun, bahkan di tahun 2018 mencapai Rp 15 triliun.  Alfred menjelaskan, emiten yang berpotensi mengalami penurunan kapitalisasi adalah emiten yang memiliki  yang sangat tinggi, dimana   (PER) atau   (PBV) yang mencapai ratusan kali.  Itulah rekomendasi saham pilihan dari emiten dengan kapitalisasi pasar besar yang cocok untuk investasi jangkan panjang. Ingat, disclaimer on, segala risiko investasi atas rekomendasi saham ini menjadi tanggung jawab Anda sendiri.  Cek Berita dan Artikel yang lain di ","Bursa Rabu (20/4) Segera Dimulai, Ini Rekomendasi Saham BBRI ADRO TLKM dll","tlkm"," Rabu, 20 April 2022 | 08:15 WIB "
"","Dow Jones Industrial Average naik 249,59 poin atau 0,71% menjadi 35.160,79, S&P 500 kehilangan 2,76 poin atau 0,06% menjadi 4.459,45, dan Nasdaq Composite turun 166,59 poin, atau 1,22% menjadi 13.453,07.  Analis Phintraco Sekuritas Valdy Kurniawan prediksi IHSG pada perdagangan hari ini Kamis (21/4) berpotensi melanjutkan technical rebound ke level 7.250 - 7.270, jika mampu bertahan di atas 7.230.   ""Tetap waspadai potensi fluktuasi ke kisaran 7.200-7.215. Potensi rebound lanjutan didukung peningkatan nilai net buy investor asing di hari ini,"" ungkap Valdy kepada Kontan.co.id, Rabu (20/4).    Research Analyst Artha Sekuritas Indonesia Dennies Christoper Jordan memprediksi IHSG hari ini akan menguat. Secara teknikal candlestick membentuk doji dengan stochastic yang menyempit mengindikasikan trend pelemahan mulai terbatas dan ada potensi untuk rebound.  ""Pergerakan dari dalam negeri masih akan didorong rilis kinerja emiten dan pembagian dividen. Investor juga akan mencermati beberapa data ekonomi yang akan dirilis,"" ujar Dennies.  Dia memperkirakan IHSG besok bergerak pada support 1 di 7.186 dan support 2 di 7.146. Sedangkan resistance 1 pada 7.264 dan resistance 2 di 7.302.  Analis Henan Putihrai Sekuritas Mayang Anggita juga memandang IHSG masih berpeluang untuk melanjutkan perjalanan menuju titik all time high 7.355 sampai dengan upper channel di sekitar 7.400.  ""Di sisi lain, MA20 di angka 7.132 diharapkan mampu menjaga pergerakan IHSG demi mempertahankan trend naik tetap solid,"" terang Mayang.  Mayang memperkirakan pada perdagangan besok IHSG bergerak di area support 7.206 atau 7.132 dan resistance pada level 7.355 - 7.400.     Equity Analyst Kanaka Hita Solvera Andhika Cipta Labora memberikan rekomendasi   saham   dengan target penguatan ke Rp 850. Selanjutnya,   untuk saham   dengan target penguatan pada Rp 1.100.  Sedangkan Valdy menyarankan pelaku pasar untuk mencermati saham-saham yang berkaitan dengan konsumsi masyarakat, seperti  ,  ,   dan  . Kemudian, saham  ,  ,    , dan   dapat menjadi alternatif untuk perdagangan hari ini.  Itulah prediksi IHSG dan rekomendasi saham pilihan untuk trading hari ini, Kamis 21 April 2022. Ingat, disclaimer on, segala risiko investasi atas rekomendasi saham pilihan di atas menjadi tanggung jawab Anda sendiri.     Cek Berita dan Artikel yang lain di ","Prediksi IHSG Kamis (21/4) Rawan Melemah, Ini Pilihan Saham untuk Ide Trading","tlkm"," Kamis, 21 April 2022 / 06:53 WIB "
"","Research Analyst Artha Sekuritas Indonesia Dennies Christoper Jordan memprediksi IHSG hari ini akan menguat. Secara teknikal candlestick membentuk doji dengan stochastic yang menyempit mengindikasikan trend pelemahan mulai terbatas dan ada potensi untuk rebound.  ""Pergerakan dari dalam negeri masih akan didorong rilis kinerja emiten dan pembagian dividen. Investor juga akan mencermati beberapa data ekonomi yang akan dirilis,"" ujar Dennies.  Dia memperkirakan IHSG besok bergerak pada support 1 di 7.186 dan support 2 di 7.146. Sedangkan resistance 1 pada 7.264 dan resistance 2 di 7.302.  Analis Henan Putihrai Sekuritas Mayang Anggita juga memandang IHSG masih berpeluang untuk melanjutkan perjalanan menuju titik all time high 7.355 sampai dengan upper channel di sekitar 7.400.  ""Di sisi lain, MA20 di angka 7.132 diharapkan mampu menjaga pergerakan IHSG demi mempertahankan trend naik tetap solid,"" terang Mayang.  Mayang memperkirakan pada perdagangan besok IHSG bergerak di area support 7.206 atau 7.132 dan resistance pada level 7.355 - 7.400.     Equity Analyst Kanaka Hita Solvera Andhika Cipta Labora memberikan rekomendasi   saham   dengan target penguatan ke Rp 850. Selanjutnya,   untuk saham   dengan target penguatan pada Rp 1.100.  Harga saham SMRA ditutup di level 720 pada perdagangan Rabu 20 April 2022, naik 20 poin atau 2,86% dari sehari sebelumnya. Sejak awal tahun  2022 atau secara year to  date, harga saham SMRA turun 110 poin atau -13,25%.  Harga saham CTRA juga ditutup menguat di level 1.040, atau naik 50 poin (5,05%) pada perdagangan Rabu 21 April 2022.  Sedangkan Valdy menyarankan pelaku pasar untuk mencermati saham-saham yang berkaitan dengan konsumsi masyarakat, seperti  ,  ,   dan  . Kemudian, saham  ,  ,    , dan   dapat menjadi alternatif untuk perdagangan hari ini.  Itulah prediksi IHSG dan rekomendasi saham pilihan untuk trading hari ini, Kamis 21 April 2022. Ingat, disclaimer on, segala risiko investasi atas rekomendasi saham pilihan di atas menjadi tanggung jawab Anda sendiri.     Cek Berita dan Artikel yang lain di ","Bursa Kamis (21/4) Akan Dimulai, Analis Rekomendasi Cermati 11 Saham Ini","tlkm"," Kamis, 21 April 2022 | 08:20 WIB "
"","""Dengan perkembangan ekonomi digital yang semakin pesat bisnis data center akan berprospek bagus untuk ke depannya,"" ujarnya kepada Kontan.co.id, Selasa (26/4).  Selain itu, manajemen telah mengemukakan bahwa perseroan sedang mengonsolidasikan bisnis data center ke dalam PT Sigma Tata Sadaya (STS). Setelahnya, membuka opsi   (IPO) sebagai langkah untuk  bisnis data  .    Andhika menilai apabila STS melakukan  (IPO) maka akan berdampak positif. Sebab, dana yang didapat bisa digunakan untuk ekspansi bisnis. Hal ini membuat kinerja TLKM akan bertumbuh dan pergerakan saham TLKM akan bergerak positif.  Secara umum, Kanaka Hita Solvera memproyeksikan kinerja TLKM tahun ini masih akan baik. Menurutnya, dengan berkembangnya ekonomi digital di Indonesia akan menjadi peluang untuk emiten telekomunikasi termasuk TLKM.  Di sisi lain, di Indonesia akses internet belum merata. ""Sehingga ke depannya akan menjadi peluang untuk TLKM menambah pelanggan yang merupakan   di sektor telko,"" katanya.    Analis MNC Sekuritas, Herditya Wicaksana melihat secara teknikal saham TLKM saat ini sedang dalam fase  . Ini berangkat dari tertembusnya level  Rp 4.750.  ""Hal ini nampak dari indikator MACD dan Stochastic yang sudah membentuk  dan mulai bergerak di area positif meskipun dari sisi volume tidak sebesar perdagangan hari sebelumnya,"" jelasnya.  Herditya merekomendasikan  untuk saham TLKM dengan  Rp 4.670 dan  Rp 4.840. Sedangkan Andhika merekomendasikan buy on weakness dengan target penguatan ke Rp 5.000.  Pada akhir perdagangan Selasa (26/4), harga saham TLKM menguat 50 poin atau 1,06% ke level 4.760 per saham.  Cek Berita dan Artikel yang lain di ","Berencana Konsolidasi dan Akan Bawa Bisnis Data Center IPO, Simak Prospek TLKM","tlkm"," Selasa, 26 April 2022 / 18:58 WIB "
"","dan sebanyak 22 di antaranya berlokasi di dalam negeri. Sebanyak 5  ada di luar negeri, termasuk tier 3 dan 4 di Singapura.  TLKM Pujo Pramono bilang, pasca konsolidasi ada opsi  (IPO) bagi STS sebagai upaya  bisnis  . ""IPO memang salah satu opsi untuk  tapi belum tentu itu yang akan dipilih,"" ucap Pujo, Senin (25/4). ","Telkom Indonesia (TLKM) Bakal Mengonsolidasikan Bisnis Data Center","tlkm","Rabu, 27 April 2022 | 05:38 WIB "
""," (IPO) sebagai langkah untuk  bisnis data  .    Andhika menilai apabila STS melakukan  (IPO) maka akan berdampak positif. Sebab, dana yang didapat bisa digunakan untuk ekspansi bisnis. Hal ini membuat kinerja TLKM akan bertumbuh dan pergerakan saham TLKM akan bergerak positif.         Secara umum, Kanaka Hita Solvera memproyeksikan kinerja TLKM tahun ini masih akan baik. Menurutnya, dengan berkembangnya ekonomi digital di Indonesia akan menjadi peluang untuk emiten telekomunikasi termasuk TLKM.  Di sisi lain, di Indonesia akses internet belum merata. ""Sehingga ke depannya akan menjadi peluang untuk TLKM menambah pelanggan yang merupakan   di sektor telko,"" katanya.    Analis MNC Sekuritas, Herditya Wicaksana melihat secara teknikal saham TLKM saat ini sedang dalam fase  . Ini berangkat dari tertembusnya level  Rp 4.750.  ""Hal ini nampak dari indikator MACD dan Stochastic yang sudah membentuk  dan mulai bergerak di area positif meskipun dari sisi volume tidak sebesar perdagangan hari sebelumnya,"" jelasnya.  t   Herditya merekomendasikan  untuk saham TLKM dengan  Rp 4.670 dan  Rp 4.840. Sedangkan Andhika merekomendasikan buy on weakness dengan target penguatan ke Rp 5.000.  Pada akhir perdagangan Selasa (26/4), harga saham TLKM menguat 50 poin atau 1,06% ke level 4.760 per saham.  Cek Berita dan Artikel yang lain di ","Mencermati Prospek Saham TLKM Terkait Rencana Konsolidasi dan IPO Bisnis Data Center","tlkm"," Rabu, 27 April 2022 | 06:15 WIB "
